,index,asset_name,assets,bea_asset_code,delta,eatr_d,eatr_e,eatr_mix,major_asset_group,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,minor_asset_group,rho_d,rho_e,rho_mix,tax_treat,tax_wedge_d,tax_wedge_e,tax_wedge_mix,ucc_d,ucc_e,ucc_mix,z_d,z_e,z_mix,year
15,15,Nonelectro medical instruments,133227504586.31784,EP34,0.13500,0.11642,0.14910,0.13864,Equipment,-0.37479,-0.00000,-0.07726,0.00925,0.11891,0.09630,Instruments and Communications Equipment,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.16700,0.19300,0.18468,1.00000,1.00000,1.00000,2020
16,16,Electro medical instruments,75049828223.00996,EP35,0.13500,0.11642,0.14910,0.13864,Equipment,-0.37479,0.00000,-0.07726,0.00925,0.11891,0.09630,Instruments and Communications Equipment,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.16700,0.19300,0.18468,1.00000,1.00000,1.00000,2020
17,17,Nonmedical instruments,108363933017.88855,EP36,0.13500,0.11642,0.14910,0.13864,Equipment,-0.37479,-0.00000,-0.07726,0.00925,0.11891,0.09630,Instruments and Communications Equipment,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.16700,0.19300,0.18468,1.00000,1.00000,1.00000,2020
18,18,Household furniture,8900871527.04918,EO11,0.13750,0.11642,0.14910,0.13864,Equipment,-0.37479,0.00000,-0.07726,0.00925,0.11891,0.09630,Office and Residential Equipment,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.16950,0.19550,0.18718,1.00000,1.00000,1.00000,2020
19,19,Other furniture,201600171016.62607,EO12,0.11790,0.11642,0.14910,0.13864,Equipment,-0.37479,-0.00000,-0.07726,0.00925,0.11891,0.09630,Office and Residential Equipment,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.14990,0.17590,0.16758,1.00000,1.00000,1.00000,2020
20,20,Household appliances,2759304252.24404,EO71,0.16500,0.11642,0.14910,0.13864,Equipment,-0.37479,-0.00000,-0.07726,0.00925,0.11891,0.09630,Office and Residential Equipment,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.19700,0.22300,0.21468,1.00000,1.00000,1.00000,2020
21,21,Service industry machinery,100661650545.77032,EO60,0.15280,0.11642,0.14910,0.13864,Equipment,-0.37479,-0.00000,-0.07726,0.00925,0.11891,0.09630,Other Equipment,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.18480,0.21080,0.20248,1.00000,1.00000,1.00000,2020
22,22,Other electrical,16821590673.30212,EO72,0.18340,0.11642,0.14910,0.13864,Equipment,-0.37479,-0.00000,-0.07726,0.00925,0.11891,0.09630,Other Equipment,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.21540,0.24140,0.23308,1.00000,1.00000,1.00000,2020
23,23,Other,219586535061.53326,EO80,0.14730,0.11642,0.14910,0.13864,Equipment,-0.37479,0.00000,-0.07726,0.00925,0.11891,0.09630,Other Equipment,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.17930,0.20530,0.19698,1.00000,1.00000,1.00000,2020
24,24,Nuclear fuel,6455272412.79992,EI11,0.25000,0.11642,0.14910,0.13864,Equipment,-0.37479,0.00000,-0.07726,0.00925,0.11891,0.09630,Other Industrial Equipment,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.28200,0.30800,0.29968,1.00000,1.00000,1.00000,2020
25,25,Other fabricated metals,117546642593.84708,EI12,0.09170,0.11642,0.14910,0.13864,Equipment,-0.37479,-0.00000,-0.07726,0.00925,0.11891,0.09630,Other Industrial Equipment,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.12370,0.14970,0.14138,1.00000,1.00000,1.00000,2020
26,26,Metalworking machinery,218890188220.55261,EI30,0.12250,0.11642,0.14910,0.13864,Equipment,-0.37479,-0.00000,-0.07726,0.00925,0.11891,0.09630,Other Industrial Equipment,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.15450,0.18050,0.17218,1.00000,1.00000,1.00000,2020
27,27,Electric transmission and distribution,423453244425.71625,EI60,0.05000,0.11642,0.14910,0.13864,Equipment,-0.37479,0.00000,-0.07726,0.00925,0.11891,0.09630,Other Industrial Equipment,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.08200,0.10800,0.09968,1.00000,1.00000,1.00000,2020
28,28,Farm tractors,24563500688.93158,EO21,0.14520,0.11642,0.14910,0.13864,Equipment,-0.37479,-0.00000,-0.07726,0.00925,0.11891,0.09630,Other Industrial Equipment,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.17720,0.20320,0.19488,1.00000,1.00000,1.00000,2020
29,29,Construction tractors,9895536359.50878,EO22,0.16330,0.11642,0.14910,0.13864,Equipment,-0.37479,-0.00000,-0.07726,0.00925,0.11891,0.09630,Other Industrial Equipment,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.19530,0.22130,0.21298,1.00000,1.00000,1.00000,2020
30,30,Other agricultural machinery,46750113837.50497,EO30,0.11790,0.11642,0.14910,0.13864,Equipment,-0.37479,-0.00000,-0.07726,0.00925,0.11891,0.09630,Other Industrial Equipment,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.14990,0.17590,0.16758,1.00000,1.00000,1.00000,2020
31,31,Other construction machinery,123582273309.20981,EO40,0.15500,0.11642,0.14910,0.13864,Equipment,-0.37479,-0.00000,-0.07726,0.00925,0.11891,0.09630,Other Industrial Equipment,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.18700,0.21300,0.20468,1.00000,1.00000,1.00000,2020
32,32,Mining and oilfield machinery,84858812350.85155,EO50,0.15000,0.11642,0.14910,0.13864,Equipment,-0.37479,-0.00000,-0.07726,0.00925,0.11891,0.09630,Other Industrial Equipment,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.18200,0.20800,0.19968,1.00000,1.00000,1.00000,2020
33,33,Steam engines,91645013950.24467,EI21,0.05160,0.11642,0.14910,0.13864,Equipment,-0.37479,0.00000,-0.07726,0.00925,0.11891,0.09630,Transportation Equipment,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.08360,0.10960,0.10128,1.00000,1.00000,1.00000,2020
34,34,Internal combustion engines,12363020746.35256,EI22,0.20630,0.11642,0.14910,0.13864,Equipment,-0.37479,0.00000,-0.07726,0.00925,0.11891,0.09630,Transportation Equipment,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.23830,0.26430,0.25598,1.00000,1.00000,1.00000,2020
35,35,Light trucks (including utility vehicles),167619978536.64954,ET11,0.17250,0.11642,0.14910,0.13864,Equipment,-0.37479,-0.00000,-0.07726,0.00925,0.11891,0.09630,Transportation Equipment,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.20450,0.23050,0.22218,1.00000,1.00000,1.00000,2020
36,36,"Other trucks, buses and truck trailers",119548128283.44501,ET12,0.17250,0.11642,0.14910,0.13864,Equipment,-0.37479,-0.00000,-0.07726,0.00925,0.11891,0.09630,Transportation Equipment,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.20450,0.23050,0.22218,1.00000,1.00000,1.00000,2020
37,37,Autos,136239832218.22234,ET20,0.33330,0.11642,0.14910,0.13864,Equipment,-0.37479,-0.00000,-0.07726,0.00925,0.11891,0.09630,Transportation Equipment,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.36530,0.39130,0.38298,1.00000,1.00000,1.00000,2020
38,38,Aircraft,265994401126.70795,ET30,0.08590,0.11642,0.14910,0.13864,Equipment,-0.37479,-0.00000,-0.07726,0.00925,0.11891,0.09630,Transportation Equipment,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.11790,0.14390,0.13558,1.00000,1.00000,1.00000,2020
39,39,Ships and boats,62839620240.34708,ET40,0.06110,0.11642,0.14910,0.13864,Equipment,-0.37479,0.00000,-0.07726,0.00925,0.11891,0.09630,Transportation Equipment,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.09310,0.11910,0.11078,1.00000,1.00000,1.00000,2020
40,40,Railroad equipment,109045484546.04863,ET50,0.05890,0.11642,0.14910,0.13864,Equipment,-0.37479,0.00000,-0.07726,0.00925,0.11891,0.09630,Transportation Equipment,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.09090,0.11690,0.10858,1.00000,1.00000,1.00000,2020
41,41,Theatrical movies,157833245541.22495,AE10,0.09300,0.10286,0.13272,0.12316,Intellectual Property,-0.54002,-0.07702,-0.16952,-0.10981,0.05105,0.01891,Intellectual Property,0.02857,0.05385,0.04576,corporate,-0.00314,0.00275,0.00087,0.12157,0.14685,0.13876,1.00000,1.00000,1.00000,2020
42,42,Long-lived television programs,144610873939.53967,AE20,0.16800,0.09472,0.12458,0.11502,Intellectual Property,-0.65969,-0.11986,-0.22465,-0.19605,0.01330,-0.02734,Intellectual Property,0.02651,0.05179,0.04370,corporate,-0.00520,0.00069,-0.00119,0.19451,0.21979,0.21170,1.00000,1.00000,1.00000,2020
43,43,Books,67646468506.09869,AE30,0.12100,0.09982,0.12968,0.12012,Intellectual Property,-0.58262,-0.09263,-0.18951,-0.14051,0.03730,0.00214,Intellectual Property,0.02780,0.05308,0.04499,corporate,-0.00391,0.00198,0.00010,0.14880,0.17408,0.16599,1.00000,1.00000,1.00000,2020
44,44,Music,15406510045.76745,AE40,0.26700,0.08398,0.11384,0.10428,Intellectual Property,-0.84939,-0.18192,-0.30591,-0.33276,-0.04138,-0.09551,Intellectual Property,0.02379,0.04907,0.04098,corporate,-0.00792,-0.00203,-0.00391,0.29079,0.31607,0.30798,1.00000,1.00000,1.00000,2020
45,45,Other entertainment originals,15413496806.38999,AE50,0.10900,0.10112,0.13098,0.12143,Intellectual Property,-0.56408,-0.08588,-0.18086,-0.12715,0.04324,0.00940,Intellectual Property,0.02813,0.05341,0.04532,corporate,-0.00358,0.00231,0.00043,0.13713,0.16241,0.15432,1.00000,1.00000,1.00000,2020
46,46,Own account software,198787829234.10889,ENS3,0.33000,0.07714,0.10700,0.09745,Intellectual Property,-0.99446,-0.22512,-0.36349,-0.43731,-0.07944,-0.14380,Intellectual Property,0.02206,0.04734,0.03925,corporate,-0.00965,-0.00376,-0.00564,0.35206,0.37734,0.36925,1.00000,1.00000,1.00000,2020
47,47,Pharmaceutical and medicine manufacturing,396355589473.99658,RD11,0.10000,0.10210,0.13196,0.12240,Intellectual Property,-0.55045,-0.08088,-0.17446,-0.11733,0.04765,0.01477,Intellectual Property,0.02838,0.05366,0.04557,corporate,-0.00333,0.00256,0.00067,0.12838,0.15366,0.14557,1.00000,1.00000,1.00000,2020
48,48,"Chemical manufacturing, ex. pharma and med",54399224281.00928,RD12,0.16000,0.09559,0.12545,0.11589,Intellectual Property,-0.64604,-0.11513,-0.21853,-0.18622,0.01747,-0.02220,Intellectual Property,0.02673,0.05201,0.04392,corporate,-0.00498,0.00091,-0.00098,0.18673,0.21201,0.20392,1.00000,1.00000,1.00000,2020
49,49,Computers and peripheral equipment manufacturing,9567048384.83953,RD21,0.40000,0.06955,0.09941,0.08985,Intellectual Property,-1.18489,-0.27698,-0.43372,-0.57454,-0.12514,-0.20272,Intellectual Property,0.02014,0.04542,0.03733,corporate,-0.01157,-0.00568,-0.00757,0.42014,0.44542,0.43733,1.00000,1.00000,1.00000,2020
50,50,Communications equipment manufacturing,38393784818.88548,RD22,0.27000,0.08365,0.11351,0.10396,Intellectual Property,-0.85582,-0.18391,-0.30854,-0.33740,-0.04313,-0.09771,Intellectual Property,0.02371,0.04899,0.04090,corporate,-0.00800,-0.00211,-0.00400,0.29371,0.31899,0.31090,1.00000,1.00000,1.00000,2020
51,51,Semiconductor and other component manufacturing,83580996525.44339,RD23,0.25000,0.08582,0.11568,0.10613,Intellectual Property,-0.81379,-0.17078,-0.29120,-0.30711,-0.03156,-0.08317,Intellectual Property,0.02426,0.04954,0.04145,corporate,-0.00745,-0.00156,-0.00345,0.27426,0.29954,0.29145,1.00000,1.00000,1.00000,2020
52,52,Navigational and other instruments manufacturing,30814085765.72150,RD24,0.29000,0.08148,0.11134,0.10179,Intellectual Property,-0.89984,-0.19733,-0.32636,-0.36912,-0.05496,-0.11266,Intellectual Property,0.02316,0.04844,0.04035,corporate,-0.00855,-0.00266,-0.00455,0.31316,0.33844,0.33035,1.00000,1.00000,1.00000,2020
53,53,"Other computer and electronic manufacturing, n.e.c.",1636224416.37729,RD25,0.40000,0.06955,0.09941,0.08985,Intellectual Property,-1.18489,-0.27698,-0.43372,-0.57454,-0.12514,-0.20272,Intellectual Property,0.02014,0.04542,0.03733,corporate,-0.01157,-0.00568,-0.00757,0.42014,0.44542,0.43733,1.00000,1.00000,1.00000,2020
54,54,Motor vehicles and parts manufacturing,39313793397.64573,RD31,0.31000,0.07931,0.10917,0.09962,Intellectual Property,-0.94600,-0.21107,-0.34467,-0.40238,-0.06706,-0.12802,Intellectual Property,0.02261,0.04789,0.03980,corporate,-0.00910,-0.00321,-0.00510,0.33261,0.35789,0.34980,1.00000,1.00000,1.00000,2020
55,55,Aerospace products and parts manufacturing,33211530576.08377,RD32,0.22000,0.08908,0.11894,0.10938,Intellectual Property,-0.75420,-0.15162,-0.26603,-0.26417,-0.01468,-0.06205,Intellectual Property,0.02508,0.05036,0.04227,corporate,-0.00663,-0.00074,-0.00262,0.24508,0.27036,0.26227,1.00000,1.00000,1.00000,2020
56,56,Software publishers,20657269549.42317,RD40,0.22000,0.08908,0.11894,0.10938,Intellectual Property,-0.75420,-0.15162,-0.26603,-0.26417,-0.01468,-0.06205,Intellectual Property,0.02508,0.05036,0.04227,corporate,-0.00663,-0.00074,-0.00262,0.24508,0.27036,0.26227,1.00000,1.00000,1.00000,2020
57,57,Financial and real estate services,6097212063.69451,RD50,0.16000,0.09559,0.12545,0.11589,Intellectual Property,-0.64604,-0.11513,-0.21853,-0.18622,0.01747,-0.02220,Intellectual Property,0.02673,0.05201,0.04392,corporate,-0.00498,0.00091,-0.00098,0.18673,0.21201,0.20392,1.00000,1.00000,1.00000,2020
58,58,Computer systems design and related services,6318822870.45265,RD60,0.36000,0.07389,0.10375,0.09419,Intellectual Property,-1.07185,-0.24682,-0.39273,-0.49308,-0.09856,-0.16833,Intellectual Property,0.02124,0.04652,0.03843,corporate,-0.01047,-0.00459,-0.00647,0.38124,0.40652,0.39843,1.00000,1.00000,1.00000,2020
59,59,Scientific research and development services,22814623102.50269,RD70,0.16000,0.09559,0.12545,0.11589,Intellectual Property,-0.64604,-0.11513,-0.21853,-0.18622,0.01747,-0.02220,Intellectual Property,0.02673,0.05201,0.04392,corporate,-0.00498,0.00091,-0.00098,0.18673,0.21201,0.20392,1.00000,1.00000,1.00000,2020
60,60,"All other nonmanufacturing, n.e.c.",86239268420.53497,RD80,0.16000,0.09559,0.12545,0.11589,Intellectual Property,-0.64604,-0.11513,-0.21853,-0.18622,0.01747,-0.02220,Intellectual Property,0.02673,0.05201,0.04392,corporate,-0.00498,0.00091,-0.00098,0.18673,0.21201,0.20392,1.00000,1.00000,1.00000,2020
61,61,Private universities and colleges,8714364638.50274,RD91,0.16000,0.09559,0.12545,0.11589,Intellectual Property,-0.64604,-0.11513,-0.21853,-0.18622,0.01747,-0.02220,Intellectual Property,0.02673,0.05201,0.04392,corporate,-0.00498,0.00091,-0.00098,0.18673,0.21201,0.20392,1.00000,1.00000,1.00000,2020
62,62,Other nonprofit institutions,36718605375.43617,RD92,0.16000,0.09559,0.12545,0.11589,Intellectual Property,-0.64604,-0.11513,-0.21853,-0.18622,0.01747,-0.02220,Intellectual Property,0.02673,0.05201,0.04392,corporate,-0.00498,0.00091,-0.00098,0.18673,0.21201,0.20392,1.00000,1.00000,1.00000,2020
63,63,Other manufacturing,207322515562.10355,RDOM,0.16000,0.09559,0.12545,0.11589,Intellectual Property,-0.64604,-0.11513,-0.21853,-0.18622,0.01747,-0.02220,Intellectual Property,0.02673,0.05201,0.04392,corporate,-0.00498,0.00091,-0.00098,0.18673,0.21201,0.20392,1.00000,1.00000,1.00000,2020
64,64,Inventories,1540550422356.87988,INV,0.00000,0.16217,0.22150,0.20254,Inventories,-0.00948,0.24012,0.18735,0.27251,0.33048,0.31829,Inventories,0.04359,0.07633,0.06586,corporate,0.01188,0.02522,0.02096,0.04359,0.07633,0.06586,0.00000,0.00000,0.00000,2020
65,65,Land,3586505862665.65332,LAND,0.00000,0.15002,0.21000,0.19081,Land,-0.08609,0.21000,0.14896,0.21731,0.30394,0.28608,Land,0.04051,0.07342,0.06289,corporate,0.00880,0.02231,0.01799,0.04051,0.07342,0.06289,0.00000,0.00000,0.00000,2020
66,66,Petroleum and natural gas,1033009084262.45227,SM01,0.07510,0.11642,0.14910,0.13864,Structures,-0.37479,-0.00000,-0.07726,0.00925,0.11891,0.09630,Mining and Drilling Structures,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.10710,0.13310,0.12478,1.00000,1.00000,1.00000,2020
67,67,Mining,82930242550.87573,SM02,0.04500,0.11642,0.14910,0.13864,Structures,-0.37479,0.00000,-0.07726,0.00925,0.11891,0.09630,Mining and Drilling Structures,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.07700,0.10300,0.09468,1.00000,1.00000,1.00000,2020
68,68,Communication,578746934520.27332,SU20,0.02370,0.11642,0.14910,0.13864,Structures,-0.37479,0.00000,-0.07726,0.00925,0.11891,0.09630,Mining and Drilling Structures,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.05570,0.08170,0.07338,1.00000,1.00000,1.00000,2020
69,69,Gas,365538291966.44250,SU40,0.07510,0.11642,0.14910,0.13864,Structures,-0.37479,0.00000,-0.07726,0.00925,0.11891,0.09630,Mining and Drilling Structures,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.10710,0.13310,0.12478,1.00000,1.00000,1.00000,2020
70,70,Petroleum pipelines,112623061581.18890,SU50,0.02370,0.11642,0.14910,0.13864,Structures,-0.37479,-0.00000,-0.07726,0.00925,0.11891,0.09630,Mining and Drilling Structures,0.03200,0.05800,0.04968,corporate,0.00030,0.00690,0.00478,0.05570,0.08170,0.07338,1.00000,1.00000,1.00000,2020
71,71,Religious,100591058771.57298,SB10,0.01880,0.14341,0.19803,0.18028,Structures,-0.13294,0.17598,0.11131,0.18355,0.27396,0.25450,Nonresidential Buildings,0.03884,0.07039,0.06022,corporate,0.00713,0.01928,0.01533,0.05764,0.08919,0.07902,0.49409,0.39326,0.42089,2020
72,72,Educational and vocational,282731632260.71143,SB20,0.01880,0.14809,0.20555,0.18694,Structures,-0.09937,0.19770,0.13550,0.20774,0.29310,0.27478,Nonresidential Buildings,0.04002,0.07229,0.06191,corporate,0.00831,0.02119,0.01701,0.05882,0.09109,0.08071,0.40630,0.29992,0.32834,2020
73,73,Hospitals,321465584009.55084,SB31,0.01880,0.14809,0.20555,0.18694,Structures,-0.09937,0.19770,0.13550,0.20774,0.29310,0.27478,Nonresidential Buildings,0.04002,0.07229,0.06191,corporate,0.00831,0.02119,0.01701,0.05882,0.09109,0.08071,0.40630,0.29992,0.32834,2020
74,74,Special care,70115662530.67619,SB32,0.01880,0.14809,0.20555,0.18694,Structures,-0.09937,0.19770,0.13550,0.20774,0.29310,0.27478,Nonresidential Buildings,0.04002,0.07229,0.06191,corporate,0.00831,0.02119,0.01701,0.05882,0.09109,0.08071,0.40630,0.29992,0.32834,2020
75,75,Lodging,171809464722.00076,SB41,0.02810,0.15389,0.21239,0.19350,Structures,-0.06048,0.21646,0.15808,0.23576,0.30963,0.29373,Nonresidential Buildings,0.04149,0.07402,0.06357,corporate,0.00978,0.02292,0.01867,0.06959,0.10212,0.09167,0.40630,0.29992,0.32834,2020
76,76,Air transportation,26676130901.78949,SB43,0.02370,0.15114,0.20916,0.19039,Structures,-0.07853,0.20769,0.14754,0.22275,0.30191,0.28489,Nonresidential Buildings,0.04080,0.07320,0.06278,corporate,0.00909,0.02210,0.01789,0.06450,0.09690,0.08648,0.40630,0.29992,0.32834,2020
77,77,Other transportation,3546598618.30267,SB45,0.02370,0.15114,0.20916,0.19039,Structures,-0.07853,0.20769,0.14754,0.22275,0.30191,0.28489,Nonresidential Buildings,0.04080,0.07320,0.06278,corporate,0.00909,0.02210,0.01789,0.06450,0.09690,0.08648,0.40630,0.29992,0.32834,2020
78,78,Warehouses,281416771190.32635,SC01,0.02250,0.15040,0.20827,0.18955,Structures,-0.08356,0.20527,0.14463,0.21913,0.29977,0.28244,Nonresidential Buildings,0.04061,0.07298,0.06257,corporate,0.00890,0.02188,0.01767,0.06311,0.09548,0.08507,0.40630,0.29992,0.32834,2020
79,79,Other commercial,342925648721.18970,SC02,0.02620,0.15270,0.21099,0.19216,Structures,-0.06820,0.21270,0.15356,0.23020,0.30632,0.28994,Nonresidential Buildings,0.04119,0.07367,0.06323,corporate,0.00948,0.02257,0.01833,0.06739,0.09987,0.08943,0.40630,0.29992,0.32834,2020
80,80,Multimerchandise shopping,424453104850.84991,SC03,0.02620,0.15270,0.21099,0.19216,Structures,-0.06820,0.21270,0.15356,0.23020,0.30632,0.28994,Nonresidential Buildings,0.04119,0.07367,0.06323,corporate,0.00948,0.02257,0.01833,0.06739,0.09987,0.08943,0.40630,0.29992,0.32834,2020
81,81,Food and beverage establishments,177715537882.64343,SC04,0.02620,0.15270,0.21099,0.19216,Structures,-0.06820,0.21270,0.15356,0.23020,0.30632,0.28994,Nonresidential Buildings,0.04119,0.07367,0.06323,corporate,0.00948,0.02257,0.01833,0.06739,0.09987,0.08943,0.40630,0.29992,0.32834,2020
82,82,Manufacturing,1098167248469.70093,SI00,0.03140,0.15594,0.21482,0.19582,Structures,-0.04734,0.22291,0.16581,0.24524,0.31531,0.30021,Nonresidential Buildings,0.04201,0.07464,0.06416,corporate,0.01030,0.02353,0.01926,0.07341,0.10604,0.09556,0.40630,0.29992,0.32834,2020
83,83,Public safety,15488160357.01913,SO03,0.02370,0.15114,0.20916,0.19039,Structures,-0.07853,0.20769,0.14754,0.22275,0.30191,0.28489,Nonresidential Buildings,0.04080,0.07320,0.06278,corporate,0.00909,0.02210,0.01789,0.06450,0.09690,0.08648,0.40630,0.29992,0.32834,2020
84,84,Office,1125362772925.66992,SOO1,0.02470,0.15177,0.20989,0.19110,Structures,-0.07438,0.20970,0.14996,0.22575,0.30368,0.28692,Nonresidential Buildings,0.04095,0.07339,0.06296,corporate,0.00925,0.02229,0.01806,0.06565,0.09809,0.08766,0.40630,0.29992,0.32834,2020
