,index,asset_name,assets,bea_asset_code,delta,eatr_d,eatr_e,eatr_mix,major_asset_group,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,minor_asset_group,rho_d,rho_e,rho_mix,tax_treat,tax_wedge_d,tax_wedge_e,tax_wedge_mix,ucc_d,ucc_e,ucc_mix,z_d,z_e,z_mix,year
10,10,Special industrial machinery,277678587240.98022,EI40,0.10310,0.16082,0.19880,0.18665,Equipment,-0.57107,0.00000,-0.10574,-0.09235,0.18232,0.13146,Industrial Machinery,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.13111,0.16110,0.15150,1.00000,1.00000,1.00000,2021
11,11,General industrial equipment,476419502162.85541,EI50,0.10720,0.16082,0.19880,0.18665,Equipment,-0.57107,0.00000,-0.10574,-0.09235,0.18232,0.13146,Industrial Machinery,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.13521,0.16520,0.15560,1.00000,1.00000,1.00000,2021
12,12,Office and accounting equipment,7268611167.04590,EP12,0.31190,0.16082,0.19880,0.18665,Equipment,-0.57107,-0.00000,-0.10574,-0.09235,0.18232,0.13146,Instruments and Communications Equipment,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.33991,0.36990,0.36030,1.00000,1.00000,1.00000,2021
13,13,Communications,498336136105.87726,EP20,0.11290,0.16082,0.19880,0.18665,Equipment,-0.57107,-0.00000,-0.10574,-0.09235,0.18232,0.13146,Instruments and Communications Equipment,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.14091,0.17090,0.16130,1.00000,1.00000,1.00000,2021
14,14,Photocopy and related equipment,25020946205.02676,EP31,0.18000,0.16082,0.19880,0.18665,Equipment,-0.57107,-0.00000,-0.10574,-0.09235,0.18232,0.13146,Instruments and Communications Equipment,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.20801,0.23800,0.22840,1.00000,1.00000,1.00000,2021
15,15,Nonelectro medical instruments,133227504586.31784,EP34,0.13500,0.16082,0.19880,0.18665,Equipment,-0.57107,-0.00000,-0.10574,-0.09235,0.18232,0.13146,Instruments and Communications Equipment,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.16301,0.19300,0.18340,1.00000,1.00000,1.00000,2021
16,16,Electro medical instruments,75049828223.00996,EP35,0.13500,0.16082,0.19880,0.18665,Equipment,-0.57107,-0.00000,-0.10574,-0.09235,0.18232,0.13146,Instruments and Communications Equipment,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.16301,0.19300,0.18340,1.00000,1.00000,1.00000,2021
17,17,Nonmedical instruments,108363933017.88855,EP36,0.13500,0.16082,0.19880,0.18665,Equipment,-0.57107,-0.00000,-0.10574,-0.09235,0.18232,0.13146,Instruments and Communications Equipment,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.16301,0.19300,0.18340,1.00000,1.00000,1.00000,2021
18,18,Household furniture,8900871527.04918,EO11,0.13750,0.16082,0.19880,0.18665,Equipment,-0.57107,0.00000,-0.10574,-0.09235,0.18232,0.13146,Office and Residential Equipment,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.16551,0.19550,0.18590,1.00000,1.00000,1.00000,2021
19,19,Other furniture,201600171016.62607,EO12,0.11790,0.16082,0.19880,0.18665,Equipment,-0.57107,-0.00000,-0.10574,-0.09235,0.18232,0.13146,Office and Residential Equipment,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.14591,0.17590,0.16630,1.00000,1.00000,1.00000,2021
20,20,Household appliances,2759304252.24404,EO71,0.16500,0.16082,0.19880,0.18665,Equipment,-0.57107,-0.00000,-0.10574,-0.09235,0.18232,0.13146,Office and Residential Equipment,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.19301,0.22300,0.21340,1.00000,1.00000,1.00000,2021
21,21,Service industry machinery,100661650545.77032,EO60,0.15280,0.16082,0.19880,0.18665,Equipment,-0.57107,-0.00000,-0.10574,-0.09235,0.18232,0.13146,Other Equipment,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.18081,0.21080,0.20120,1.00000,1.00000,1.00000,2021
22,22,Other electrical,16821590673.30212,EO72,0.18340,0.16082,0.19880,0.18665,Equipment,-0.57107,-0.00000,-0.10574,-0.09235,0.18232,0.13146,Other Equipment,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.21141,0.24140,0.23180,1.00000,1.00000,1.00000,2021
23,23,Other,219586535061.53326,EO80,0.14730,0.16082,0.19880,0.18665,Equipment,-0.57107,0.00000,-0.10574,-0.09235,0.18232,0.13146,Other Equipment,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.17531,0.20530,0.19570,1.00000,1.00000,1.00000,2021
24,24,Nuclear fuel,6455272412.79992,EI11,0.25000,0.16082,0.19880,0.18665,Equipment,-0.57107,0.00000,-0.10574,-0.09235,0.18232,0.13146,Other Industrial Equipment,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.27801,0.30800,0.29840,1.00000,1.00000,1.00000,2021
25,25,Other fabricated metals,117546642593.84708,EI12,0.09170,0.16082,0.19880,0.18665,Equipment,-0.57107,-0.00000,-0.10574,-0.09235,0.18232,0.13146,Other Industrial Equipment,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.11971,0.14970,0.14010,1.00000,1.00000,1.00000,2021
26,26,Metalworking machinery,218890188220.55261,EI30,0.12250,0.16082,0.19880,0.18665,Equipment,-0.57107,-0.00000,-0.10574,-0.09235,0.18232,0.13146,Other Industrial Equipment,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.15051,0.18050,0.17090,1.00000,1.00000,1.00000,2021
27,27,Electric transmission and distribution,423453244425.71625,EI60,0.05000,0.16082,0.19880,0.18665,Equipment,-0.57107,0.00000,-0.10574,-0.09235,0.18232,0.13146,Other Industrial Equipment,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.07801,0.10800,0.09840,1.00000,1.00000,1.00000,2021
28,28,Farm tractors,24563500688.93158,EO21,0.14520,0.16082,0.19880,0.18665,Equipment,-0.57107,-0.00000,-0.10574,-0.09235,0.18232,0.13146,Other Industrial Equipment,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.17321,0.20320,0.19360,1.00000,1.00000,1.00000,2021
29,29,Construction tractors,9895536359.50878,EO22,0.16330,0.16082,0.19880,0.18665,Equipment,-0.57107,0.00000,-0.10574,-0.09235,0.18232,0.13146,Other Industrial Equipment,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.19131,0.22130,0.21170,1.00000,1.00000,1.00000,2021
30,30,Other agricultural machinery,46750113837.50497,EO30,0.11790,0.16082,0.19880,0.18665,Equipment,-0.57107,-0.00000,-0.10574,-0.09235,0.18232,0.13146,Other Industrial Equipment,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.14591,0.17590,0.16630,1.00000,1.00000,1.00000,2021
31,31,Other construction machinery,123582273309.20981,EO40,0.15500,0.16082,0.19880,0.18665,Equipment,-0.57107,-0.00000,-0.10574,-0.09235,0.18232,0.13146,Other Industrial Equipment,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.18301,0.21300,0.20340,1.00000,1.00000,1.00000,2021
32,32,Mining and oilfield machinery,84858812350.85155,EO50,0.15000,0.16082,0.19880,0.18665,Equipment,-0.57107,-0.00000,-0.10574,-0.09235,0.18232,0.13146,Other Industrial Equipment,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.17801,0.20800,0.19840,1.00000,1.00000,1.00000,2021
33,33,Steam engines,91645013950.24467,EI21,0.05160,0.16082,0.19880,0.18665,Equipment,-0.57107,0.00000,-0.10574,-0.09235,0.18232,0.13146,Transportation Equipment,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.07961,0.10960,0.10000,1.00000,1.00000,1.00000,2021
34,34,Internal combustion engines,12363020746.35256,EI22,0.20630,0.16082,0.19880,0.18665,Equipment,-0.57107,0.00000,-0.10574,-0.09235,0.18232,0.13146,Transportation Equipment,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.23431,0.26430,0.25470,1.00000,1.00000,1.00000,2021
35,35,Light trucks (including utility vehicles),167619978536.64954,ET11,0.17250,0.16082,0.19880,0.18665,Equipment,-0.57107,0.00000,-0.10574,-0.09235,0.18232,0.13146,Transportation Equipment,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.20051,0.23050,0.22090,1.00000,1.00000,1.00000,2021
36,36,"Other trucks, buses and truck trailers",119548128283.44501,ET12,0.17250,0.16082,0.19880,0.18665,Equipment,-0.57107,0.00000,-0.10574,-0.09235,0.18232,0.13146,Transportation Equipment,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.20051,0.23050,0.22090,1.00000,1.00000,1.00000,2021
37,37,Autos,136239832218.22234,ET20,0.33330,0.16082,0.19880,0.18665,Equipment,-0.57107,-0.00000,-0.10574,-0.09235,0.18232,0.13146,Transportation Equipment,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.36131,0.39130,0.38170,1.00000,1.00000,1.00000,2021
38,38,Aircraft,265994401126.70795,ET30,0.08590,0.16082,0.19880,0.18665,Equipment,-0.57107,-0.00000,-0.10574,-0.09235,0.18232,0.13146,Transportation Equipment,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.11391,0.14390,0.13430,1.00000,1.00000,1.00000,2021
39,39,Ships and boats,62839620240.34708,ET40,0.06110,0.16082,0.19880,0.18665,Equipment,-0.57107,0.00000,-0.10574,-0.09235,0.18232,0.13146,Transportation Equipment,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.08911,0.11910,0.10950,1.00000,1.00000,1.00000,2021
40,40,Railroad equipment,109045484546.04863,ET50,0.05890,0.16082,0.19880,0.18665,Equipment,-0.57107,0.00000,-0.10574,-0.09235,0.18232,0.13146,Transportation Equipment,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.08691,0.11690,0.10730,1.00000,1.00000,1.00000,2021
41,41,Theatrical movies,157833245541.22495,AE10,0.09300,0.14769,0.18242,0.17131,Intellectual Property,-0.80628,-0.08515,-0.21250,-0.25590,0.11270,0.04760,Intellectual Property,0.02436,0.05345,0.04414,corporate,-0.00623,0.00602,0.00210,0.11736,0.14645,0.13714,1.00000,1.00000,1.00000,2021
42,42,Long-lived television programs,144610873939.53967,AE20,0.16800,0.13956,0.17428,0.16317,Intellectual Property,-0.99104,-0.13306,-0.27794,-0.38436,0.07351,-0.00380,Intellectual Property,0.02210,0.05119,0.04188,corporate,-0.00849,0.00376,-0.00016,0.19010,0.21919,0.20988,1.00000,1.00000,1.00000,2021
43,43,Books,67646468506.09869,AE30,0.12100,0.14466,0.17938,0.16827,Intellectual Property,-0.87111,-0.10255,-0.23613,-0.30096,0.09846,0.02904,Intellectual Property,0.02352,0.05261,0.04330,corporate,-0.00708,0.00518,0.00126,0.14452,0.17361,0.16430,1.00000,1.00000,1.00000,2021
44,44,Music,15406510045.76745,AE40,0.26700,0.12881,0.16354,0.15243,Intellectual Property,-1.30183,-0.20320,-0.37597,-0.60044,0.01617,-0.08080,Intellectual Property,0.01912,0.04820,0.03890,corporate,-0.01148,0.00078,-0.00314,0.28612,0.31520,0.30590,1.00000,1.00000,1.00000,2021
45,45,Other entertainment originals,15413496806.38999,AE50,0.10900,0.14596,0.18068,0.16957,Intellectual Property,-0.84276,-0.09503,-0.22589,-0.28126,0.10462,0.03709,Intellectual Property,0.02388,0.05297,0.04366,corporate,-0.00672,0.00554,0.00162,0.13288,0.16197,0.15266,1.00000,1.00000,1.00000,2021
46,46,Own account software,198787829234.10889,ENS3,0.33000,0.12198,0.15670,0.14559,Intellectual Property,-1.55569,-0.25253,-0.44659,-0.77695,-0.02417,-0.13627,Intellectual Property,0.01722,0.04631,0.03700,corporate,-0.01338,-0.00112,-0.00504,0.34722,0.37631,0.36700,1.00000,1.00000,1.00000,2021
47,47,Pharmaceutical and medicine manufacturing,396355589473.99658,RD11,0.10000,0.14693,0.18166,0.17055,Intellectual Property,-0.82206,-0.08945,-0.21832,-0.26687,0.10918,0.04303,Intellectual Property,0.02415,0.05324,0.04393,corporate,-0.00644,0.00581,0.00189,0.12415,0.15324,0.14393,1.00000,1.00000,1.00000,2021
48,48,"Chemical manufacturing, ex. pharma and med",54399224281.00928,RD12,0.16000,0.14042,0.17515,0.16404,Intellectual Property,-0.96955,-0.12775,-0.27062,-0.36941,0.07786,0.00195,Intellectual Property,0.02234,0.05143,0.04212,corporate,-0.00825,0.00400,0.00008,0.18234,0.21143,0.20212,1.00000,1.00000,1.00000,2021
49,49,Computers and peripheral equipment manufacturing,9567048384.83953,RD21,0.40000,0.11438,0.14911,0.13800,Intellectual Property,-1.91260,-0.31232,-0.53406,-1.02511,-0.07306,-0.20498,Intellectual Property,0.01511,0.04420,0.03489,corporate,-0.01549,-0.00323,-0.00715,0.41511,0.44420,0.43489,1.00000,1.00000,1.00000,2021
50,50,Communications equipment manufacturing,38393784818.88548,RD22,0.27000,0.12849,0.16321,0.15210,Intellectual Property,-1.31277,-0.20546,-0.37918,-0.60805,0.01432,-0.08332,Intellectual Property,0.01902,0.04811,0.03881,corporate,-0.01157,0.00069,-0.00323,0.28902,0.31811,0.30881,1.00000,1.00000,1.00000,2021
51,51,Semiconductor and other component manufacturing,83580996525.44339,RD23,0.25000,0.13066,0.16538,0.15427,Intellectual Property,-1.24174,-0.19054,-0.35808,-0.55867,0.02651,-0.06675,Intellectual Property,0.01963,0.04872,0.03941,corporate,-0.01097,0.00129,-0.00263,0.26963,0.29872,0.28941,1.00000,1.00000,1.00000,2021
52,52,Navigational and other instruments manufacturing,30814085765.72150,RD24,0.29000,0.12632,0.16104,0.14993,Intellectual Property,-1.38844,-0.22075,-0.40094,-0.66067,0.00181,-0.10041,Intellectual Property,0.01842,0.04751,0.03820,corporate,-0.01217,0.00009,-0.00384,0.30842,0.33751,0.32820,1.00000,1.00000,1.00000,2021
53,53,"Other computer and electronic manufacturing, n.e.c.",1636224416.37729,RD25,0.40000,0.11438,0.14911,0.13800,Intellectual Property,-1.91260,-0.31232,-0.53406,-1.02511,-0.07306,-0.20498,Intellectual Property,0.01511,0.04420,0.03489,corporate,-0.01549,-0.00323,-0.00715,0.41511,0.44420,0.43489,1.00000,1.00000,1.00000,2021
54,54,Motor vehicles and parts manufacturing,39313793397.64573,RD31,0.31000,0.12415,0.15887,0.14776,Intellectual Property,-1.46924,-0.23644,-0.42340,-0.71684,-0.01101,-0.11805,Intellectual Property,0.01782,0.04691,0.03760,corporate,-0.01277,-0.00052,-0.00444,0.32782,0.35691,0.34760,1.00000,1.00000,1.00000,2021
55,55,Aerospace products and parts manufacturing,33211530576.08377,RD32,0.22000,0.13391,0.16864,0.15753,Intellectual Property,-1.14302,-0.16885,-0.32762,-0.49003,0.04425,-0.04282,Intellectual Property,0.02053,0.04962,0.04031,corporate,-0.01006,0.00220,-0.00173,0.24053,0.26962,0.26031,1.00000,1.00000,1.00000,2021
56,56,Software publishers,20657269549.42317,RD40,0.22000,0.13391,0.16864,0.15753,Intellectual Property,-1.14302,-0.16885,-0.32762,-0.49003,0.04425,-0.04282,Intellectual Property,0.02053,0.04962,0.04031,corporate,-0.01006,0.00220,-0.00173,0.24053,0.26962,0.26031,1.00000,1.00000,1.00000,2021
57,57,Financial and real estate services,6097212063.69451,RD50,0.16000,0.14042,0.17515,0.16404,Intellectual Property,-0.96955,-0.12775,-0.27062,-0.36941,0.07786,0.00195,Intellectual Property,0.02234,0.05143,0.04212,corporate,-0.00825,0.00400,0.00008,0.18234,0.21143,0.20212,1.00000,1.00000,1.00000,2021
58,58,Computer systems design and related services,6318822870.45265,RD60,0.36000,0.11872,0.15345,0.14234,Intellectual Property,-1.69735,-0.27748,-0.48283,-0.87544,-0.04457,-0.16473,Intellectual Property,0.01631,0.04540,0.03609,corporate,-0.01428,-0.00202,-0.00595,0.37631,0.40540,0.39609,1.00000,1.00000,1.00000,2021
59,59,Scientific research and development services,22814623102.50269,RD70,0.16000,0.14042,0.17515,0.16404,Intellectual Property,-0.96955,-0.12775,-0.27062,-0.36941,0.07786,0.00195,Intellectual Property,0.02234,0.05143,0.04212,corporate,-0.00825,0.00400,0.00008,0.18234,0.21143,0.20212,1.00000,1.00000,1.00000,2021
60,60,"All other nonmanufacturing, n.e.c.",86239268420.53497,RD80,0.16000,0.14042,0.17515,0.16404,Intellectual Property,-0.96955,-0.12775,-0.27062,-0.36941,0.07786,0.00195,Intellectual Property,0.02234,0.05143,0.04212,corporate,-0.00825,0.00400,0.00008,0.18234,0.21143,0.20212,1.00000,1.00000,1.00000,2021
61,61,Private universities and colleges,8714364638.50274,RD91,0.16000,0.14042,0.17515,0.16404,Intellectual Property,-0.96955,-0.12775,-0.27062,-0.36941,0.07786,0.00195,Intellectual Property,0.02234,0.05143,0.04212,corporate,-0.00825,0.00400,0.00008,0.18234,0.21143,0.20212,1.00000,1.00000,1.00000,2021
62,62,Other nonprofit institutions,36718605375.43617,RD92,0.16000,0.14042,0.17515,0.16404,Intellectual Property,-0.96955,-0.12775,-0.27062,-0.36941,0.07786,0.00195,Intellectual Property,0.02234,0.05143,0.04212,corporate,-0.00825,0.00400,0.00008,0.18234,0.21143,0.20212,1.00000,1.00000,1.00000,2021
63,63,Other manufacturing,207322515562.10355,RDOM,0.16000,0.14042,0.17515,0.16404,Intellectual Property,-0.96955,-0.12775,-0.27062,-0.36941,0.07786,0.00195,Intellectual Property,0.02234,0.05143,0.04212,corporate,-0.00825,0.00400,0.00008,0.18234,0.21143,0.20212,1.00000,1.00000,1.00000,2021
64,64,Inventories,1540550422356.87988,INV,0.00000,0.21627,0.29519,0.27000,Inventories,-0.01362,0.31583,0.25204,0.29524,0.44057,0.41249,Inventories,0.04341,0.08477,0.07155,corporate,0.01282,0.03735,0.02952,0.04341,0.08477,0.07155,0.00000,0.00000,0.00000,2021
65,65,Land,3586505862665.65332,LAND,0.00000,0.20003,0.28000,0.25441,Land,-0.13117,0.28000,0.20387,0.21351,0.41127,0.37465,Land,0.03890,0.08056,0.06723,corporate,0.00830,0.03313,0.02519,0.03890,0.08056,0.06723,0.00000,0.00000,0.00000,2021
66,66,Petroleum and natural gas,1033009084262.45227,SM01,0.07510,0.16082,0.19880,0.18665,Structures,-0.57107,-0.00000,-0.10574,-0.09235,0.18232,0.13146,Mining and Drilling Structures,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.10311,0.13310,0.12350,1.00000,1.00000,1.00000,2021
67,67,Mining,82930242550.87573,SM02,0.04500,0.16082,0.19880,0.18665,Structures,-0.57107,0.00000,-0.10574,-0.09235,0.18232,0.13146,Mining and Drilling Structures,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.07301,0.10300,0.09340,1.00000,1.00000,1.00000,2021
68,68,Communication,578746934520.27332,SU20,0.02370,0.16082,0.19880,0.18665,Structures,-0.57107,0.00000,-0.10574,-0.09235,0.18232,0.13146,Mining and Drilling Structures,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.05171,0.08170,0.07210,1.00000,1.00000,1.00000,2021
69,69,Gas,365538291966.44250,SU40,0.07510,0.16082,0.19880,0.18665,Structures,-0.57107,0.00000,-0.10574,-0.09235,0.18232,0.13146,Mining and Drilling Structures,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.10311,0.13310,0.12350,1.00000,1.00000,1.00000,2021
70,70,Petroleum pipelines,112623061581.18890,SU50,0.02370,0.16082,0.19880,0.18665,Structures,-0.57107,-0.00000,-0.10574,-0.09235,0.18232,0.13146,Mining and Drilling Structures,0.02801,0.05800,0.04840,corporate,-0.00259,0.01057,0.00636,0.05171,0.08170,0.07210,1.00000,1.00000,1.00000,2021
71,71,Religious,100591058771.57298,SB10,0.01880,0.19266,0.26404,0.24070,Structures,-0.19400,0.23806,0.15606,0.16982,0.37698,0.33710,Nonresidential Buildings,0.03685,0.07612,0.06342,corporate,0.00626,0.02870,0.02138,0.05565,0.09492,0.08222,0.51410,0.39326,0.42547,2021
72,72,Educational and vocational,282731632260.71143,SB20,0.01880,0.19829,0.27407,0.24939,Structures,-0.14538,0.26498,0.18700,0.20363,0.39898,0.36140,Nonresidential Buildings,0.03842,0.07891,0.06583,corporate,0.00782,0.03148,0.02379,0.05722,0.09771,0.08463,0.42817,0.29992,0.33312,2021
73,73,Hospitals,321465584009.55084,SB31,0.01880,0.19829,0.27407,0.24939,Structures,-0.14538,0.26498,0.18700,0.20363,0.39898,0.36140,Nonresidential Buildings,0.03842,0.07891,0.06583,corporate,0.00782,0.03148,0.02379,0.05722,0.09771,0.08463,0.42817,0.29992,0.33312,2021
74,74,Special care,70115662530.67619,SB32,0.01880,0.19829,0.27407,0.24939,Structures,-0.14538,0.26498,0.18700,0.20363,0.39898,0.36140,Nonresidential Buildings,0.03842,0.07891,0.06583,corporate,0.00782,0.03148,0.02379,0.05722,0.09771,0.08463,0.42817,0.29992,0.33312,2021
75,75,Lodging,171809464722.00076,SB41,0.02810,0.20574,0.28319,0.25807,Structures,-0.08687,0.28783,0.21574,0.24431,0.41767,0.38397,Nonresidential Buildings,0.04048,0.08144,0.06824,corporate,0.00989,0.03402,0.02620,0.06858,0.10954,0.09634,0.42817,0.29992,0.33312,2021
76,76,Air transportation,26676130901.78949,SB43,0.02370,0.20222,0.27887,0.25396,Structures,-0.11379,0.27720,0.20240,0.22559,0.40898,0.37350,Nonresidential Buildings,0.03950,0.08024,0.06710,corporate,0.00891,0.03282,0.02506,0.06320,0.10394,0.09080,0.42817,0.29992,0.33312,2021
77,77,Other transportation,3546598618.30267,SB45,0.02370,0.20222,0.27887,0.25396,Structures,-0.11379,0.27720,0.20240,0.22559,0.40898,0.37350,Nonresidential Buildings,0.03950,0.08024,0.06710,corporate,0.00891,0.03282,0.02506,0.06320,0.10394,0.09080,0.42817,0.29992,0.33312,2021
78,78,Warehouses,281416771190.32635,SC01,0.02250,0.20126,0.27770,0.25284,Structures,-0.12136,0.27424,0.19868,0.22032,0.40656,0.37058,Nonresidential Buildings,0.03924,0.07992,0.06679,corporate,0.00865,0.03249,0.02475,0.06174,0.10242,0.08929,0.42817,0.29992,0.33312,2021
79,79,Other commercial,342925648721.18970,SC02,0.02620,0.20422,0.28132,0.25630,Structures,-0.09833,0.28327,0.21003,0.23634,0.41395,0.37949,Nonresidential Buildings,0.04006,0.08092,0.06775,corporate,0.00947,0.03350,0.02571,0.06626,0.10712,0.09395,0.42817,0.29992,0.33312,2021
80,80,Multimerchandise shopping,424453104850.84991,SC03,0.02620,0.20422,0.28132,0.25630,Structures,-0.09833,0.28327,0.21003,0.23634,0.41395,0.37949,Nonresidential Buildings,0.04006,0.08092,0.06775,corporate,0.00947,0.03350,0.02571,0.06626,0.10712,0.09395,0.42817,0.29992,0.33312,2021
81,81,Food and beverage establishments,177715537882.64343,SC04,0.02620,0.20422,0.28132,0.25630,Structures,-0.09833,0.28327,0.21003,0.23634,0.41395,0.37949,Nonresidential Buildings,0.04006,0.08092,0.06775,corporate,0.00947,0.03350,0.02571,0.06626,0.10712,0.09395,0.42817,0.29992,0.33312,2021
82,82,Manufacturing,1098167248469.70093,SI00,0.03140,0.20838,0.28642,0.26115,Structures,-0.06752,0.29560,0.22545,0.25776,0.42402,0.39160,Nonresidential Buildings,0.04122,0.08234,0.06910,corporate,0.01062,0.03491,0.02706,0.07262,0.11374,0.10050,0.42817,0.29992,0.33312,2021
83,83,Public safety,15488160357.01913,SO03,0.02370,0.20222,0.27887,0.25396,Structures,-0.11379,0.27720,0.20240,0.22559,0.40898,0.37350,Nonresidential Buildings,0.03950,0.08024,0.06710,corporate,0.00891,0.03282,0.02506,0.06320,0.10394,0.09080,0.42817,0.29992,0.33312,2021
